n,chapter,chapter_title,part,quote,attribution,what_it_means,how_to_use_it
81,9,The Thing That Only Goes Up,Three,"A single bulb is worth a house on the Herengracht, and the price will hold, because the supply cannot be increased.","The Amsterdam tulip trade, 1637","It stopped in a week. In the winter of 1636 the trade in tulip contracts, mostly conducted in taverns for delivery in spring, rose to extraordinary levels. In the first week of February 1637 the bids stopped. Prices fell by well over ninety per cent. The historian Anne Goldgar's work in the Dutch archives suggests the wider economic damage was far smaller than the legend claims and that few were ruined. The story of a nation destroyed by flowers was written later, by moralists who found it useful.","A scarcity argument that ignored biology and the contract. Tulips propagate, slowly but reliably, so the supply was not fixed. More to the point, what was being traded by the end was not bulbs but promises to buy bulbs, and promises can be created without limit. Whenever a price is defended by the impossibility of making more of the thing, check whether the thing being traded is the thing or a claim on it. The claims are never scarce. Claims are printed, not grown."
82,9,The Thing That Only Goes Up,Three,"The company's American trade will service the debt of France, and the shares are cheap at any price.","John Law, 1720","It fell apart within a year. Law, a Scottish gambler and monetary theorist, persuaded the French regent to let him merge a national bank with a trading monopoly in Louisiana and use the shares to absorb the crown's debt. Shares went from five hundred livres to around ten thousand, the word millionaire dates from the episode, and the whole structure fell apart within a year when holders began converting paper to coin. Law fled the country and died poor in Venice. France did not attempt a national paper currency again for eighty years.","A circular structure that looked like a mechanism. The bank printed notes, the notes bought the shares, the rising shares justified more notes, and each part was supported by the others with nothing underneath. Louisiana produced almost nothing in this period; the trade that was supposed to service the debt never existed. A system that generates its own demand is not a business, and the test is simple: if the price stops rising, does anything remain that earns money. Ask what earns money at a standstill."
83,9,The Thing That Only Goes Up,Three,"I can calculate the motions of the heavenly bodies, but not the madness of people.","attributed to Isaac Newton, 1720","He bought back in. Newton was Master of the Mint and the most celebrated intellect in Europe. He held South Sea stock and sold at a good profit early in 1720. Then he watched it continue upwards, bought back in near the top, and lost something like twenty thousand pounds, an enormous sum. The remark is not recorded in his lifetime and first appears more than a century later, so it belongs among the attributed rather than the documented. The losses are real and are visible in his accounts.","Selling correctly and then being unable to bear watching. He got the analysis right. The second decision was not an analysis at all. It was the particular pain of watching acquaintances grow rich on a thing you have just called overvalued. That pain has no intellectual defence, and being extremely clever is no protection against it, which is why this entry has survived for three centuries as the standard warning. The dangerous moment in any mania is not the beginning. It is the point after you have got out and it keeps going up. The danger comes after you sell."
84,9,The Thing That Only Goes Up,Three,"Railway shares are a sound investment for the ordinary saver, and the lines now projected will all be built and will all pay.","Charles Mackay, 1845","He had written the manual. Mackay had published *Extraordinary Popular Delusions and the Madness of Crowds* in 1841, the founding text on financial mania and still the best known. In 1845, as editor of the Glasgow Argus, he wrote leaders encouraging investment in railway shares at the height of the railway mania. Parliament authorised lines that could not conceivably be built; the market broke in late 1845 and shares lost about two-thirds of their value; thousands of small investors were ruined. The later editions of his book do not mention it.","Knowing the pattern in the abstract and not recognising it in the room. Mackay is the control experiment, which is why the entry is here. A man who had written the manual, with the tulips and the South Sea in his own index, stood inside the next one and saw a sound investment. Pattern recognition after the fact is nearly free. Applying it to the present, to something you like, in a year when everyone you respect is making money, is the whole difficulty. Mackay could not pay that price either."
85,9,The Thing That Only Goes Up,Three,"Florida land cannot fall. They are not making any more coastline, and the whole of the north is coming down.","The Florida land boom, 1925","It turned in the spring of 1926. Miami lots changed hands several times in a day, often on a ten per cent deposit and a signed binder, by young men who never intended to complete. Prices in some districts rose tenfold in three years. The market turned in the spring of 1926, the railways embargoed non-essential freight, and a hurricane in September finished it. Land in some subdivisions became worth less than the unpaid taxes on it.","A true demographic story financed on terms that could not survive a pause. Florida's population really was growing and really did keep growing for the next century; a patient buyer in 1925 would eventually have done well. What killed people was the binder, which is to say the leverage. At ten per cent down, a fifteen per cent fall wipes you out, and the timing you have to be right about goes from decades to weeks. The asset was fine. The financing was the bubble, and that is true far more often than the stories admit. Look at the deposit, not the land."
86,9,The Thing That Only Goes Up,Three,Japanese land cannot fall in price. There is very little of it and the demand is permanent.,"The Japanese land myth, 1989","Land fell for fifteen years. At the peak, the land under the Imperial Palace in Tokyo was said to be worth more than the whole state of California. Japanese land was valued at roughly four times all the land in the United States. The Nikkei reached 38,915 on the last trading day of 1989. Land prices fell for the next fifteen years, some urban commercial land by more than eighty per cent, and the index did not see that level again for thirty-four years.","A cultural belief mistaken for an economic law. The Japanese phrase for it translates as the land myth, and bankers, regulators and households held it alike. That is what made it dangerous. The belief was embedded in the collateral rules of the banking system, so land could not fall without taking the banks with it, and that is what happened. When everybody in a system believes the same thing about the value of what they lend against, the belief stops being an opinion and becomes structural. The correction is then not a price move but a solvency event."
87,9,The Thing That Only Goes Up,Three,"We believe the Dow should rise to 36,000 immediately, but to be conservative we expect it to take three to five years.","James Glassman and Kevin Hassett, 1999","Twenty-two years. The book appeared in October 1999. The Dow peaked around 11,700 in January 2000, fell for three years, and first closed above 36,000 in November 2021, twenty-two years later. The argument was that investors had demanded too high a premium for holding shares and that the premium was about to disappear. It was a serious academic position and not a crank one.","A theoretical adjustment given a date. The underlying claim, that the equity risk premium might be too high, was arguable then and is arguable now. What converted it into one of the most mocked titles in publishing was the decision to attach a level and a schedule. A valuation argument tells you about a long-run average and says nothing about which decade. The lesson is uncomfortable for anybody who forecasts. The more rigorous the reasoning behind a number, the more tempting it is to state when as well, and the when is almost never in the reasoning. Never attach a date to a valuation."
88,9,The Thing That Only Goes Up,Three,We can build a national brand for pet supplies before the money runs out.,"Pets.com, 2000","Nine months. The company floated in February 2000 and spent enormously on advertising, including a Super Bowl slot. It shipped heavy bags of dog food below cost, because the delivery economics did not work at the volumes it had. It liquidated nine months after listing. The sock puppet is remembered better than the company. Chewy, which sells the same goods online at scale, is worth billions, twenty years later, on the same idea and a workable cost base.","Treating a unit economics problem as a scale problem. Every internal projection assumed that losses per order would turn positive with volume, which is true for some businesses and false for anything whose main cost is shipping weight. Nobody was fooled about the numbers; they were published. The belief was that growth would fix them, and growth made them worse in exact proportion. The question that separates this from Amazon is not vision or nerve. It is whether the loss per unit falls as the units rise, and it is arithmetic anybody can check."
89,9,The Thing That Only Goes Up,Three,Bitcoin will be worth a million dollars by the end of 2020.,"John McAfee, 2017","It ended 2020 at about $29,000. He first said five hundred thousand, then raised it, and attached a famously indelicate promise about what he would do if he were wrong. Bitcoin ended 2020 at about twenty-nine thousand dollars. In 2020 he said the prediction had been a device to attract new buyers into the market. That is either an admission or a further claim, depending on how much of anything he said you believe.","A forecast made as a performance, in a market where the performance moves the price. That is what distinguishes speculative assets from every other subject in this book. The forecast is not an observation about the thing. It is an input to the thing, and a loud enough prediction can make itself briefly true. Nothing said publicly by a holder of a volatile asset about the future price of that asset is a forecast. It is a position being talked, and the appropriate response is to look at what they own. Look at what they own."
90,9,The Thing That Only Goes Up,Three,"The old valuation measures do not apply to this class of asset, because the world has changed.","The received wisdom, 1637 to 2025","It is said in some form near the top of all of them, and it has been true perhaps twice. Railways did change England. The internet did change everything. In both cases the technology delivered more than the enthusiasts promised and the shares still fell by around ninety per cent. A real transformation and an overpriced claim on that transformation are two different objects, and only one of them is what you own.","A category confusion, embedded so deeply in the language that most people never see it. *Is this technology important* and *is this security a good purchase at this price* are unrelated questions with unrelated answers. Every mania in this chapter ran on the answer to the first being used to settle the second. If you take one habit from this book, take the habit of separating them, out loud, every time somebody explains that the rules have changed. They may well have. The price is still a number, and the number has to come from somewhere."
91,10,Over By Christmas,Four,You will be home before the leaves have fallen from the trees.,"Kaiser Wilhelm II, August 1914","Four years and three months. The war killed something like seventeen million people. It was not only the Kaiser. The assumption of a short war was general across every staff in Europe. The German plan in particular required a decision in the west within six weeks, because the alternative was the two-front war they knew they would lose. Trench lines were established by that autumn and barely moved for three years.","A plan whose success was assumed because its failure was unbearable. The six-week requirement was not a forecast; it was an input, and once the whole strategy depended on it, examining whether it was realistic became an attack on the strategy. This is the most dangerous structure in institutional life and it is not confined to armies. When a schedule is load-bearing, the schedule stops being evidence, and nobody inside can tell the difference. A load-bearing schedule is not evidence."
92,10,Over By Christmas,Four,The Ardennes is not a dangerous sector. The terrain itself defends it.,"Philippe Pétain, 1934","The armour came through. France built the Maginot Line along the German border, an engineering achievement that worked exactly as designed. The Ardennes forest was left lightly held, on the grounds that armour could not pass through it. In May 1940 the German army put seven armoured divisions through the Ardennes, crossed the Meuse at Sedan, and reached the Channel in ten days. France capitulated in six weeks.","A defence that told the attacker where to go. The line was not a failure of construction and the Germans did not breach it; they went round it, which is what a wall always invites. The deeper error is about dates. The impassability of the Ardennes was a judgement about the vehicles of 1934, never revisited as vehicles changed, and by 1940 it had the standing of a geographical fact. Any assumption of the form *this route is impossible* should carry the date it was last checked. Date every impossibility."
93,10,Over By Christmas,Four,One thing is certain: he missed the bus.,"Neville Chamberlain, 4 April 1940","He was wrong within the week. Chamberlain told a Conservative party meeting that Hitler had lost his opportunity by failing to attack in the first winter of the war. Germany invaded Denmark and Norway five days later, and France six weeks after that. The remark contributed directly to his fall, and he resigned on 10 May, the day the attack in the west began.","Quiet read as weakness. Nothing had happened for seven months, and Chamberlain, who wanted the war to be winding down, took the absence of events as evidence that the moment had passed. Nothing visible was happening because preparation is invisible, and an inactive opponent is either beaten or getting ready, and the two look identical from outside. It is also a lesson about certainty as a verbal tic: the words *one thing is certain* are almost never attached to anything that is. Quiet is not the same as beaten."
94,10,Over By Christmas,Four,The reports of an imminent German attack are British disinformation intended to draw us into war.,"Joseph Stalin, June 1941","One day. Warnings came from Richard Sorge in Tokyo, from Churchill, from his own border commanders reporting German reconnaissance, and from a German deserter on the night of 21 June. Stalin dismissed them all and forbade actions that might provoke. Germany attacked on 22 June with three million men, and the Soviet Union lost most of its air force on the ground and several million men in the first six months.","A theory of motive that explained away every piece of evidence in advance. Stalin's reasoning was not stupid: Britain did want the Soviet Union in the war, and would have benefited from provoking one. Having adopted that frame, every warning became further proof of the plot, and the more sources agreed, the more coordinated the deception appeared. A belief that converts confirming evidence into supporting evidence for itself cannot be dislodged by information, and the only defence is to decide in advance what would count against it."
95,10,Over By Christmas,Four,We have only to kick in the door and the whole rotten structure will come crashing down.,"Adolf Hitler, 1941","The door did not give. The Soviet Union absorbed the deepest invasion in modern history, moved its industry east of the Urals, and destroyed the German army over the following four years. Something like eighty per cent of German military casualties in the war were inflicted on the eastern front.","A political prejudice used as a military estimate. The belief that the Soviet state was rotten and would collapse under pressure was ideological and held with total conviction. It formed no part of any analysis of Soviet manpower, industry or geography, all of which were available and pointed the other way. It also had the property of making planning unnecessary, which is why it was attractive. When a forecast removes the need to prepare for the difficult case, examine the forecast before you examine the case."
96,10,Over By Christmas,Four,There is very little chance the Chinese will come in. The boys will be home by Christmas.,"Douglas MacArthur, October 1950","Six weeks. MacArthur told Truman at Wake Island in October that Chinese intervention was unlikely and would be slaughtered if attempted. Some three hundred thousand Chinese troops were already crossing the Yalu. They struck in late November, as he launched what he had called the home-by-Christmas offensive. They drove United Nations forces back down the peninsula in the longest retreat in American military history. The war ground on for another two and a half years.","Reasoning about what he would do in their position. Chinese intervention looked irrational by MacArthur's measures, since their army was poorly equipped and the Americans held the air, and by that arithmetic he was correct. What he did not weigh was that a hostile army arriving at their border was intolerable at almost any cost. That is a fact about their interests, not their capability. Estimating an opponent by whether their move would be sensible for you is the most common analytical error there is. Their interests, not yours."
97,10,Over By Christmas,Four,We have reached an important point when the end begins to come into view.,"William Westmoreland, November 1967","Tet. Ten weeks later the Tet offensive struck more than a hundred towns and cities across South Vietnam simultaneously, including the grounds of the American embassy in Saigon. Militarily it was a defeat for the North, which lost enormous numbers and did not hold anything. Politically it destroyed the credibility of every optimistic American statement about the war, and Johnson announced within two months that he would not seek re-election.","A metric that measured the wrong war. American assessment rested heavily on enemy body counts, which really were running in their favour, and which counted a war of attrition that the other side was not fighting. The North's objective was not to win battles but to outlast a democracy's patience, and against that objective a favourable exchange rate is close to irrelevant. Choose a measure that your opponent is not optimising for and you will keep winning by it until the day you lose."
98,10,Over By Christmas,Four,"A limited contingent, in and out within a few months, to stabilise a friendly government.","The Soviet Politburo, December 1979","Nine years. Soviet forces entered Afghanistan on 25 December 1979 and left on 15 February 1989, nine years and seven weeks later. They lost around fifteen thousand dead, and any remaining belief at home that the leadership knew what it was doing. The war is generally counted among the causes of the Soviet collapse two years afterwards. The decision was taken by a very small group of elderly men, against the advice of the general staff.","A small decision that was never re-examined as a large one. The initial commitment really was limited, and each increase was small next to what had already been spent. At no point was there a meeting at which anybody decided to fight a nine-year war. That is how nearly all long wars are entered. The defence against it is to fix in advance what result, by what date, would cause you to leave, and to write it down while leaving is still cheap. Write down the exit before you go."
99,10,Over By Christmas,Four,I really do believe that we will be greeted as liberators.,"Dick Cheney, March 2003","The easy part went to plan. The conventional campaign took three weeks and the regime fell. Then the army was disbanded, the ministries were looted, an insurgency began within months, and American forces remained for eight years, with a further intervention after that. Estimates of Iraqi deaths over the period run into the hundreds of thousands.","Planning for the part that was understood. The invasion was modelled in enormous detail and executed almost exactly as designed, and the question of what happens on the third day was handled by a sentence about liberation. It was not an oversight in the ordinary sense: several agencies produced studies of the occupation, and those studies were unwelcome and were set aside. A plan that is superb about the phase you have practised and lyrical about the phase you have not is not half a plan. The lyrical part is where the outcome lives."
100,10,Over By Christmas,Four,"Kyiv in three days, the country in a fortnight.","The Russian General Staff, February 2022","Five weeks. The plan was built around the assumption that resistance would be minimal and the government would fall or flee. Its execution showed the belief: columns on single roads without secure flanks, three days of rations, and parade uniforms carried for the ceremony in Kyiv. The advance on the capital was abandoned within five weeks. The war has continued for years, with casualties on a scale not seen in Europe since 1945.","Intelligence that had been shaped by what the leadership wished to hear, feeding a plan with no capacity to be wrong. The estimate of Ukrainian will was not a mistaken measurement; it was an unmeasured quantity supplied by the people who wanted the operation. What makes it the modern version of every other entry here is the design of the plan itself. A force equipped for three days cannot discover that the assumption was wrong and adapt, because it has already spent everything it would need in order to adapt. Confidence is cheap in a forecast and enormously expensive in a logistics table. Three days of rations is a forecast."
101,11,The Verdict Was In,Four,"War between the industrial powers has become futile, and therefore will not happen.","Norman Angell, 1910","Four years. Angell's book *The Great Illusion* sold in enormous numbers and was translated everywhere, and the popular version of its argument is the sentence above. What he wrote was that conquest could no longer be economically profitable in an interdependent world, and that this made war irrational. It was true in 1914 and it is true now. He did not say it was impossible, and he spent the rest of his life saying so. He won the Nobel Peace Prize in 1933.","Nothing, by him, and a great deal by his readers, which is why the entry is here. A careful conditional claim, that war would be unprofitable, was compressed by an audience that wanted reassurance into an unconditional one, that war would not occur. This happens to almost every popular book with a thesis, and it is worth knowing from both ends. As a reader, check whether the striking claim is the author's or the summary's. As a writer, assume the qualification will be removed."
102,11,The Verdict Was In,Four,Landon will take fifty-seven per cent of the popular vote.,"The Literary Digest, 1936","He lost forty-six states. Franklin Roosevelt took just under sixty-one per cent and every state but two. The Digest had polled on a scale nobody has attempted since, mailing ten million ballots and receiving nearly two and a half million back. It had called the previous five elections correctly. George Gallup, with a sample of about fifty thousand, called it right, and also predicted in advance what the Digest's error would be. The magazine folded within two years.","A sample drawn from lists of people who had telephones, cars and magazine subscriptions, in the middle of the Depression, when those things divided the country almost exactly along the lines of the vote. It is the founding lesson of survey research: size does not fix bias. Two and a half million responses from the wrong population are worse than fifty thousand from the right one, because they come with a confidence that the small honest sample does not."
103,11,The Verdict Was In,Four,I believe it is peace for our time.,"Neville Chamberlain, 30 September 1938","Eleven months. Chamberlain returned from Munich having agreed to the German annexation of the Sudetenland, and read the declaration to a crowd in Downing Street. Germany occupied the rest of Czechoslovakia in March 1939 and invaded Poland in September. It should be said that the year bought was used for rearmament, and that the argument about whether Britain was better placed in 1939 than in 1938 is still live among historians.","A concession read as a settlement because it had been paid for. Chamberlain had given something real and received a signature, and the natural human accounting is that a costly agreement is a solid one. The other party's incentives had not changed at all, and a promise is worth what it is worth to the promiser to keep it, not what it cost you to obtain. Any deal whose durability rests on the other side's satisfaction rather than on their interest is a truce with a date on it."
104,11,The Verdict Was In,Four,DEWEY DEFEATS TRUMAN,"The Chicago Tribune, 3 November 1948","Truman won. The Tribune, working against a printers' strike and an early deadline, went to press on the strength of polling that had shown Dewey comfortably ahead all year. Gallup had stopped polling in mid-October on the reasoning that voters do not change their minds in the last fortnight. They did. Truman was photographed the next morning holding the paper up, delighted, and it is the most famous newspaper front page ever printed.","An assumption inside the method rather than an error in the data. Everybody's polling was accurate about the moment it was taken; the fatal belief was that opinion was settled, so measurement could stop. That assumption was inherited from a period when it had been true and was never tested again. In any instrument, look for the thing that is not measured because somebody once decided it does not vary."
105,11,The Verdict Was In,Four,"The Soviet Union faces serious economic difficulties but remains stable, and will be a superpower rival for the foreseeable future.","Western intelligence assessments, 1988","Three years. The Berlin Wall opened in November 1989, the Warsaw Pact dissolved in 1991, and the Soviet Union ceased to exist on 26 December 1991, three years later. Western agencies had documented the economic decline in detail and some analysts had called the system unsustainable. What essentially nobody produced was a forecast that the state itself would dissolve, peacefully, within five years.","An institution built to answer a different question. The apparatus had been built over forty years to count divisions, warheads and factory output. It did all of that well. None of it measures whether the people running a country still believe in it. Legitimacy is not observable by the instruments an intelligence service owns, so it was not in the estimate. Its absence was invisible, because every quantity that was in the estimate looked normal until the week it did not."
106,11,The Verdict Was In,Four,The Wall will still be standing in fifty and even in a hundred years.,"Erich Honecker, January 1989",Ten months. Honecker was removed by his own party in October and the crossings were opened on 9 November after a press conference in which a spokesman misread a note about travel regulations. The state he led ceased to exist within a year.,"Confusing an absence of visible dissent with the presence of consent. East Germany in January 1989 was quiet. It was quiet because dissent was punished, which tells you nothing about what people believe and everything about what they will say. Any system that suppresses the expression of a preference destroys its own ability to measure it. The leadership finds out last, being the group most insulated from the one thing that would inform it."
107,11,The Verdict Was In,Four,Liberal democracy is the end point of ideological evolution and the final form of human government.,"Francis Fukuyama, 1989","History resumed. The next three decades produced an authoritarian and economically successful China, religious politics on a scale nobody had forecast, and a global financial crisis. Then a democratic recession measured across most indices, and major wars of conquest in Europe. Fukuyama's essay is far more careful than the slogan. Its original title ends in a question mark, and it worries out loud that the end of history might be boring enough to restart it. He has revised the argument at length since and has been unusually willing to say where it was wrong.","A trend at its maximum mistaken for a destination. The essay was written in the most favourable year for its thesis in modern history. That is not a coincidence. It is when such a thesis becomes thinkable. The general form is the one from chapter four, in political dress. A period of consolidation looks like completion from the inside, and the anomalies that will undo it are already present, filed as exceptions."
108,11,The Verdict Was In,Four,"The election is too close to call, and a hung parliament is the likeliest outcome.","The British polling industry, 1992","They were out by eight and a half points. The Conservatives won by nearly eight points and took more votes than any party in British history. The final polls had understated them by about eight and a half points, the largest polling error in a British general election. The Market Research Society's inquiry found two causes: samples that were unrepresentative in a way the quotas did not catch, and respondents who intended to vote Conservative and would not say so. The industry rebuilt its methods and then made a related error in 2015.","A measurement that changes when the respondent knows what the answer signals. A poll assumes that reporting your intention is costless. Where a vote has become socially disapproved of in somebody's own circle, it is not, and the misreporting is systematic instead of random. It is the hardest problem in the field and it has no full solution. What it does have is a warning sign: whenever the answer to a question carries a social cost, treat the resulting numbers as a floor for the unpopular option."
109,11,The Verdict Was In,Four,Romney will win by more than five points and take three hundred and twenty-five electoral votes.,"Dick Morris, 2012","He lost the argument and his slot. Barack Obama won by about four points and took three hundred and thirty-two electoral votes. Morris was a professional political consultant and television commentator. He made the prediction repeatedly and with escalating confidence, and dismissed the aggregated public polling, all of which pointed the other way, as skewed. He lost his television contract.","A conclusion arrived at first and a methodology adopted to support it. The move used at the time was to reweight published polls by a turnout model of one's own choosing. It is a legitimate technique that will produce any answer you like, because the turnout assumption is exactly the unknown. When somebody rejects a body of data by adjusting a parameter that cannot be observed, the adjustment is the argument. Ask what the parameter would have to be for their answer to hold."
110,11,The Verdict Was In,Four,The probability of a Clinton victory is over ninety-nine per cent.,"Sam Wang, 2016","She lost the electoral college. Wang was a Princeton neuroscientist running one of the most respected election models. He had promised on air to eat a bug if Trump exceeded two hundred and forty electoral votes, and he ate a cricket on television afterwards, which is more than most people in this book did. Other models were less extreme: the most cautious of the well-known forecasters gave Trump around a three in ten chance, and was widely criticised at the time for being too generous.","Treating state errors as independent when they are strongly correlated. Wisconsin, Michigan and Pennsylvania can be wrong for the same reason at the same time, and they were. Aggregating many state polls then does not shrink the uncertainty anything like as fast as the arithmetic suggests. It is the same failure as the mortgage ratings in chapter seven, in a different costume. It will keep recurring. Independence is the assumption that makes the mathematics tractable, and it is almost never true of human beings in the same country in the same month."
111,12,When You Are the One Who Is Certain,Four,"Complete in 1963, for about seven million pounds.","The New South Wales government, 1957","Ten years late. The Sydney Opera House opened in 1973 and cost about a hundred and two million Australian pounds, some fifteen times the estimate. The architect, Jørn Utzon, resigned in 1966 and never returned to Australia or saw the finished building. It is now among the most recognised structures on earth and is generally reckoned to have been worth it, which is the honest complication in every entry in this chapter.","Construction begun before the design was solved. Work started in 1959, three years before anybody knew how to build the shells, in order to make the project irreversible before the opposition could gather. It worked, and it is why the building exists. The cost is that every subsequent decision was made under the constraint of foundations already poured for a different building, and the schedule was fiction from the first day. Starting early to prevent cancellation is a real strategy with a known price, and it should at least be chosen deliberately rather than described as a plan."
112,12,When You Are the One Who Is Certain,Four,"Development will cost around seventy million pounds, shared between the two countries.","The British and French governments, 1962","Concorde cost somewhere over a billion pounds to develop, more than fifteen times the estimate in nominal terms. The treaty had been written without a break clause, so that neither government could withdraw. Around a hundred and fifty orders were expected from airlines around the world; fourteen aircraft entered commercial service, all with the two national carriers. It was a magnificent aeroplane and it never came close to recovering its costs.","An estimate made when the political decision had already been taken. The figure was not the output of an engineering study; it was the number that would get the agreement signed, and everyone involved understood that raising it would kill the project. This is the standard mechanism behind large public overruns and it requires dishonesty from nobody. An optimistic estimate is selected because pessimistic ones do not get funded. So the projects that go ahead are systematically the ones that were most wrong about their costs."
113,12,When You Are the One Who Is Certain,Four,The Olympics can no more have a deficit than a man can have a baby.,"Jean Drapeau, 1970","Twelve times over. The 1976 Montreal games cost around one and a half billion dollars against an estimate of a hundred and twenty million. The stadium's tower was not finished until 1987. The debt was finally paid off in 2006, thirty years after the closing ceremony, by a tobacco tax. A cartoonist drew Drapeau pregnant and the drawing outlived the argument.","A certainty expressed as a physical impossibility, which is worth flagging as a rhetorical form because it does specific damage. He did not say it was unlikely, or that he was confident. He chose an analogy from biology, and the effect of that construction is to make disagreement absurd instead of merely wrong. Language of that kind commits the speaker far past the evidence and closes the room, and the tell is that no number appears anywhere in the sentence."
114,12,When You Are the One Who Is Certain,Four,"Two point eight billion dollars, complete by 1998.","The Massachusetts Highway Department, 1985","Five times over. Boston's Central Artery and Tunnel project, the Big Dig, was substantially finished in 2007 at about fourteen and a half billion dollars. With interest on the borrowing the total is usually put nearer twenty-four billion. A ceiling panel in one of the tunnels fell and killed a motorist in 2006. The road it replaced was an elevated expressway through the middle of the city, and by most accounts the result was worth having, at a price nobody would have voted for.","Pricing the known work of a project whose difficulty was all in the unknown. Digging a tunnel is a well-understood activity with reliable unit costs. Digging one under a functioning city, beneath an elevated road that must stay open, through fill of unknown composition, next to utilities nobody has a map of, is a different activity. The estimate was built by costing the first one. When the novel part of a job is the interaction with everything around it, your unit costs are describing a job you are not doing."
115,12,When You Are the One Who Is Certain,Four,"Four point seven billion pounds, opening in 1993, carrying thirty million passengers a year.","Eurotunnel, 1987","The Channel Tunnel opened in 1994 at around nine and a half billion pounds, roughly double the forecast. The traffic was the more serious error. The projections were missed by a wide margin for years. The ferry companies, which the model had treated as a fixed alternative, cut their prices and improved their service, and then low-cost airlines arrived. The original shareholders were nearly wiped out in a restructuring. The tunnel itself is an engineering triumph and now carries a great deal of traffic.","A demand forecast that held the competition still. Every large infrastructure case study contains one. The model asked how many people would cross the Channel and how many would prefer a train, at the prices ferries then charged. A ferry operator facing an existential threat does not keep charging those prices. Any forecast that assumes your entry into a market will not change the behaviour of the people already in it is describing a world in which you did not build the thing."
116,12,When You Are the One Who Is Certain,Four,The automated baggage system will open with the airport in October 1993.,"The City of Denver, 1993","The bags were shredded. The airport opened sixteen months late, at a reported cost of around a million dollars a day in delay, because the baggage system did not work: bags were shredded, misrouted and dumped. A manual system was built alongside it. The automated system was used in reduced form by one airline and abandoned entirely in 2005, after which the airport went back to conveyor belts and people.","A subsystem on the critical path that had never been built at that scale, adopted late, with no fallback. Each of those alone is survivable. The combination is not, and the combination is common, because the ambitious component is the one added last and the one nobody wants to hedge against. The practical rule is simple and widely ignored: if a single unproven element can stop the whole thing opening, either prove it first or build the boring version in parallel."
117,12,When You Are the One Who Is Certain,Four,Between ten and forty million pounds.,"The Scotland Office, 1997","The Scottish Parliament building at Holyrood was completed in 2004 at four hundred and fourteen million pounds, roughly ten times the top of the range and forty times the bottom. Lord Fraser's inquiry found that the figure had been for a different site, a different brief and a different building, and that it was never withdrawn as those things changed.","A number that outlived every assumption it was built on. This is the most common version of the error in ordinary working life, and the least dramatic. Nobody lied and nobody was reckless. An early estimate for one thing became the public figure, and the project changed underneath it in a dozen legitimate ways. No moment ever arrived at which somebody was required to say that the old number no longer meant anything. Estimates need a stated basis, and when the basis changes the estimate is void, not adjustable."
118,12,When You Are the One Who Is Certain,Four,Opening in October 2011.,"Berlin Brandenburg Airport, 2006","It stood empty and lit. It opened in October 2020, nine years late, at around three times the budget. The delays ran through fire safety systems that did not work, cable installations that did not meet code, and a period in which the terminal's lights could not be switched off. Berlin ran two ageing airports for a decade while a finished-looking building stood empty, heated and staffed.","An opening date defended by declaring the problems solved rather than solving them. The pattern in the public record is a sequence of announcements, each confident, each followed by the discovery that the underlying issue was still there. Once a date has been announced enough times, the cost of moving it exceeds the cost of asserting it again, and the organisation begins managing the announcement instead of the building. Notice which one is being worked on. It is usually visible from outside."
119,12,When You Are the One Who Is Certain,Four,"Thirty-three billion dollars, San Francisco to Los Angeles by 2020.","The California High-Speed Rail Authority, 2008","It is still not built. The estimate that voters approved in a referendum has risen several times over and no through service exists. The segment under construction runs through the Central Valley, between cities that were not the point of the project. Work continues. Whether it eventually gets built is still open, which is why it is the last of the projects here. It is the one you would have to judge without hindsight.","A number produced for a ballot rather than for a builder. An estimate that has to win a vote is not the same document as one that has to guide procurement. Once a public has approved the first, revising towards the second looks like betrayal instead of arithmetic. If you want to know how good a forecast is, look at what it was for. A figure that had to persuade somebody is not a measurement, whatever it is dressed as."
120,12,When You Are the One Who Is Certain,Four,Our considered forecasts about political and economic events are substantially better than chance.,"The experts, 1984 to 2003","They were not. Philip Tetlock spent twenty years collecting some twenty-eight thousand specific, dated, checkable predictions from nearly three hundred professionals whose job was to know: academics, officials, journalists and analysts. Scored against the outcomes, the average expert performed a little better than random and worse than simple statistical rules. Two findings are worth more than the headline. Those with the strongest organising theories did worst, and did worse the more famous they were. And the experts who did best held loose, provisional, patched-together views, updated often, and were the ones nobody wanted on television.","Not knowledge, which they had, but the conversion of knowledge into confidence. Expertise makes you better at explaining and no better at forecasting, and it makes you far more certain, which is the combination that produced every entry in this book. Tetlock's later work is the encouraging half. Forecasting is a skill and it can be measured, and people trained to break questions down, start from base rates and update in small increments get much better within months. Almost nobody does that, because it involves saying seventy per cent out loud and being seen to move. One last thing. You have now read a hundred and twenty examples of people being certain, and the feeling you have about your own next estimate has probably not changed at all. That feeling is the subject of the book."
