n,chapter,chapter_title,part,quote,attribution,what_it_means,how_to_use_it
70,7,Other People,Three,The door does not open. There is no version where the door opens.,"Rob Hatherleigh, logistics corporal, day 240","He has the eleven cases and he is the only person who has written them all up. The pattern in them is consistent and it is worth having in front of you. In nine of the eleven, the door was opened on purpose, to somebody who was asking for help, by somebody who had decided this one was different. In seven of those nine the person asking was in real distress, was alone, and had walked a long way. They were also being followed by four people who had sent them. Hatherleigh's argument is that a rule with an exception in it is not a rule, because the exception is the only door anybody has ever come through. Food goes out. People do not come in. He has run it for three years and lost nobody.",Twenty-nine against eleven. That is the number from the top of this chapter and it is the whole case against him. He has read it and does not dispute the arithmetic. He says the twenty-nine are not his responsibility and the eleven are. What his household has become in three years is the part he does not write about and other people do. They are fed. They are safe. They are eight people who have not admitted anybody since the second spring. Three have left. The ones who left all left for the same reason and said so. There is a cost to being the household that everybody in the valley knows will not open. It does not show up as a death. It shows up as nobody coming when it is your turn.
71,7,Other People,Three,The dangerous ones are not hungry.,"Callum Reith, day 1,100","Read the condition and not the manner. A desperate person is frightened, unpredictable and mostly harmless. Desperation is loud and slow, and it wants food rather than a fight. Almost every person who has frightened a household in these notebooks by shouting at a gate turned out to be exactly what they looked like. The ones who took whole settlements were fed, rested, unhurried and polite, and they were fed and rested because they had been doing it for a while. Reith's rule inverts the instinct, which is to fear the wild-looking man, and the instinct has been wrong nearly every time.","It is a heuristic and he used it as a licence. A group that is well fed and organised is, more often than not, a working settlement that has planted something. Reith spent his seventeenth year in a crew that used exactly this reasoning to choose who to take from. He has written about it. I have printed the entry with the rule that came out of it. That is the failure of this rule: it identifies the strong, and there are two things you can do with that identification, and one of them is what he did. He is twenty now and he grows things. He asked me to leave this in."
72,7,Other People,Three,Children are not a trick.,"Ivy Okonjo, midwife, day 190","The rumour that children were being used as bait went through three counties in the first autumn, and it did more harm than almost anything else on the air. Okonjo went looking for the cases. She found two, in eleven hundred notebooks, in four years. Set that against what the rumour cost. Households that would not answer a child at a gate. A boy at Elland Road who is in chapter five. And a lasting willingness to treat the most vulnerable person in front of you as the most likely threat. The base rate is the argument. It is not sentiment, it is counting, and she did the counting.","It happened twice. Both cases are documented, both were in the first eighteen months, and in one of them a household of six was finished by it. Okonjo does not hide either case and her position is that a rule which is right ninety-nine times in a hundred is still a rule that gets somebody killed, and that anybody adopting it should know they are accepting that. What she does in practice is the thing to copy. The child comes in. The child is fed. One person stands where they can see the road for the next two hours. Nobody makes the child answer questions about who is with them."
73,7,Other People,Three,Lie about the number. Never lie about the food.,"Idris Pyle, day 260","His argument is that a household's apparent size is the main thing deterring anybody, and that it cannot be verified from outside in a short observation. The food can be. So you inflate the one, tell the truth about the other, and keep your credibility where it matters. He ran it for a year. It sounds right and it is beautifully put. It is one of the two rules of his that I have marked in the note at the back. The evidence runs the other way, and I want it in the book with the correction attached rather than left out.","Anybody serious watches for two days, and two days of watching gives them your real number, your rota and your water run, and now they know you lie. Worse is the thing Pyle did not model. A large household implies a large store, and in the second winter the two households in these papers that had most successfully inflated their numbers were both attacked, and both were attacked because they looked big enough to be worth it. The rule optimises for deterring one man walking past and it advertises to the four men who are planning. Tell the truth about the number and let it be small. Small and known to be defended is a much better position than large and interesting."
74,7,Other People,Three,Ask them for something small.,"Ruth Vellacott, day 220","Vellacott's people have been doing versions of this for three hundred years, and it works on something old in us. A person who has done you a small favour is better disposed towards you afterwards. The effect is larger than the favour. So you do not open with an offer, which puts them in debt and makes them wary, and you do not open with a large request, which is a demand. You ask for water, or the road, or the time of the tide. It is nearly free for them, it gives them the position of the person with something to give, and it turns a confrontation into a transaction that has already gone well once.","It marks you as somebody who asks, and in a bad winter that is a category people are watching for. There is also a real cost hidden by the word small. A household that has nothing is being asked to demonstrate that it has nothing, in front of a stranger. Vellacott has been on the receiving end of that and describes it as one of the worse things that has happened to her. Ask for something they obviously have. Directions, water in a place with water, a light. Never ask a thin household for food and call it small."
75,7,Other People,Three,Never show them the way home.,"Fen Doherty, poacher, day 175","Everything about your household that matters is its location, and location is the one thing that cannot be undone once it is given. Doherty meets people on a lane half a mile from where he lives, walks doglegs, comes back after dark by a different way, and has never in four years let anybody follow him in. It costs him an hour a week. In exchange, the eleven encounters in this chapter that ended badly all had one thing in common. Somebody knew where the house was. No defence, no wall and no rota competes with not being findable.","He is alive and his household is four people and it was nine. Nobody has ever come for them and nobody has ever come to them either. When the roof went in the second February there was no one to ask. When his sister was ill there was no one to ask. The settlements that grew in this valley grew because people knew where they were. Doherty's method is the correct method for a household that intends to stay four people forever. It is not a method for building anything, and he is the first to say so, and he has said it to me twice in a way that I have thought about since."
76,7,Other People,Three,Give the first stranger of the winter something.,"Maggie Lunt, hill farmer, day 300","Reputation travels faster than anybody expects and it is the cheapest defence there is. What Lunt wants said about her place, up and down this valley, is two sentences: they will give you a meal at the gate, and it is not worth trying anything. Both halves are necessary and the first is the one people neglect. A place known to give a little is a place nobody needs to raid, because raiding is dangerous and asking is not. In four years she has fed perhaps sixty people at that gate. She has been approached with any other intention exactly once.","It produces a queue, and a queue is a fixed asset with a number on it. In the second winter she had forty people at that gate over eleven weeks, and she could not feed forty people. The ones she turned away went off with a much worse story than if she had never fed anybody at all. Generosity that runs out is remembered as a refusal. Her fix is to set the amount for the season in advance, publish it, and hold it. A meal at the gate and a night in the byre. That is what it is and what it has always been. Nobody who arrives in February is told something different from the man who arrived in October."
77,7,Other People,Three,Open the door.,"Sister Agnes Moray, day 400","She has opened it every time she has been asked, for four years, and her settlement is the largest in this valley and it is not an accident. The reasoning is not what people assume. It is not that everybody is good. It is that a settlement is made of people who arrived. Every single person now feeding her, mending her roof and standing her watches was at some point a stranger at the gate. A place which does not open cannot grow. A place that cannot grow is on a slow clock, and it runs out somewhere around the fifth or sixth winter, when the people in it get old. The twenty-nine against eleven is her arithmetic. She got there before I did.","It has cost her. Twice. The second time, in the third autumn, it cost her four people and most of a store. She opened the door again eleven days later. There are people in that settlement who have never forgiven her and are still there. What makes it work is not the opening, which is the part that gets quoted. It is the four things underneath it, and she lists them every time and nobody ever writes them down. The door opens into a yard and not into the house. Somebody is always standing where they can see the yard. Nobody sleeps inside the walls on their first night. And the decision to open is hers alone, so that it can never become a thing the household argues about at the gate with a person listening. Open the door. Build the yard first."
78,8,The Group,Three,"Decide how you will decide, before there is anything to decide.","Rosa Kaminski, schoolteacher, day 150","A group in a crisis can do one thing at a time. It will either resolve the crisis or resolve the question of who is allowed to resolve it. It cannot do both. Kaminski's group spent one wet afternoon in the second June on a single sheet of paper. These four things are decided by whoever is on watch. These three by the whole household in the evening. This one by two named people together. And here is what happens if those two disagree. It took ninety minutes. It has been used perhaps four hundred times since and it has never once been argued about, because the argument happened in June when nothing was at stake.","Rules written in the calm are written by the people who are comfortable in the calm, and they are almost always the articulate ones. What a wet afternoon with a sheet of paper produces is a system that suits people who like wet afternoons with sheets of paper. Kaminski's own document gave three decisions to whoever was on watch and did not notice that the watch rota put two particular men on watch for most of the winter nights. The paper needs revising once a year, by somebody who was not in the room the first time. It needs to be revised while nothing is wrong, which is the exact condition under which nobody wants to."
79,8,The Group,Three,Every rule has a name on it.,"Nell Okafor, librarian, day 200","An anonymous rule cannot be argued with, because there is nobody to argue with, and so it becomes furniture and then becomes doctrine. Okafor made everything in the Long Room carry the name of whoever proposed it and the date, and the effect was immediate and not what she expected: bad rules got repealed. It turns out that people will not challenge the way things are done, which is impersonal and enormous. They will happily say that they think Nell's rule about the lamps is wrong. That is small and specific and it has an obvious remedy.","A name on a rule turns repealing it into a defeat for a person, and people defend rules to defend themselves long after they have stopped believing in them. Okafor's rule about the lamps was wrong within a fortnight and stayed for eleven months. She is the one who wrote it and she is the one who kept it. She knew. The correction is a small piece of theatre and it works. The person who proposed a rule is the person who is asked, once a season, whether it should stay. Answering no in that particular chair is the most respected thing anybody in this building can do."
80,8,The Group,Three,The rota is the government.,"Rob Hatherleigh, logistics corporal, day 180","Whoever chairs the evening meeting has the visible power and it is not where the power is. The power is in who empties the latrine bucket, who takes the four-in-the-morning watch in January, who goes on the water run when it is raining. And whether those are the same three people every week. Hatherleigh's argument is that a group's real constitution is its rota, and that everybody in the group already knows this. A settlement where the unpleasant work is visibly shared can survive almost any amount of disagreement about anything else. He built rotas for a living. His are fair to a degree that nobody has ever faulted.","They are also joyless, and a rota that is perfectly fair and never varies turns eleven people into eleven functions, and does it slowly enough that nobody can name the week it happened. Hatherleigh's household in the second year was the best run and least happy thing in this book. The three people who left it left for a place that was worse organised and warmer. Fairness is necessary and it is not sufficient. The fix costs nothing. Let people swap. Let people volunteer for the bad shift and be thanked out loud. And put one thing on the rota that is not work."
81,8,The Group,Three,Do not make the strongest person the leader.,"Priya Raghunathan, A&E nurse, day 210","The first year selected hard for one skill and it was the wrong one. Being good at the dangerous part is a specific and valuable competence. It has almost nothing to do with allocating food across a winter, judging a stranger, or holding a group of frightened people together in February. Putting the same person in charge of all four is how you get a settlement that is superb in a crisis and cannot organise a harvest. There is a second reason and it is practical. The strong one is needed at the wall, and a leader who is at the wall is not available for the eleven decisions that get made while they are out.","There are weeks when the group needs the strong one to lead and everybody knows it. A rule that forbids it produces a fiction, where the nominal leader relays what the strong one has said. Raghunathan has watched that and calls it the worst of both. The other cost lands on the person doing the dangerous work. They take the risk and they are excluded from the decisions. By the second winter that is a specific and legitimate grievance, and in one settlement in these papers it turned into something much worse. Separate the roles, name both out loud, and give the dangerous one an absolute veto over anything that sends people outside."
82,8,The Group,Three,Let people go.,"Solomon Quaye, barber, day 500","A group that cannot be left is not a group, it is a situation, and everybody inside it can feel the difference even when nobody says so. Quaye's position is that the right to walk out is what makes everything else voluntary. A person who stays when they could go is a different and better colleague than a person who stays because the alternative has been made impossible. His settlement gives anybody leaving three days of food, the loan of a coat and no argument. Four people have used it in three years. Two of them came back, and both say the going was what let them come back.","An open door bleeds in the good months. People leave in May, when everything is easy and somewhere else looks better. They are missed in November, when the roof needs doing and there are four fewer pairs of hands than the place was built around. And what leaves with them is the map: where the store is, how many are on the wall, which night the watch is thin. Quaye's household accepts all of that and has decided it is the price. The one thing he does insist on is that nobody leaves in the fortnight after a death, or in a hard frost. Both of those have been argued about. He has held both."
83,8,The Group,Three,"Two people count the store, and they are not friends.","Bea Winslow, retired postmistress, day 260","Winslow spent forty years in a job where the money was counted twice by two people every single day, and she understood exactly what that practice is for, which is not catching thieves. It is making theft unnecessary to worry about. A store counted in the open, by two people who do not socialise, on a known day, removes an entire category of suspicion from a group's life. Suspicion about food is the thing that ends settlements. She has never found a discrepancy she could attribute to a person. That is the system working, not the system being unnecessary.","It says out loud that the group expects to be stolen from. In a small household that is a hard thing to have said. Two settlements in these notebooks abandoned the practice within a month for exactly that reason, and both regretted it. The other failure is Winslow's own and she tells it against herself. The count found nothing for two years and then found a shortfall of eleven pounds of oats. There was a fortnight of quiet horror. It turned out to be her own arithmetic in a cold room in December. Count twice. Then have a rule, written down in advance, about what happens on the first discrepancy, because the first discrepancy will be a mistake and everybody will behave as though it is not."
84,8,The Group,Three,"Bury them properly, and everybody stops work.","Wes Ordish, undertaker, day 130","Ordish buried people for thirty-one years and his claim is one that the notebooks support without much doubt. The settlements that stopped holding funerals came apart within about six months, every time. The ones that kept them did not. A funeral does nothing for the dead. It is a machine for telling the living three things. That a person who was here mattered. That a death will be marked when it is theirs. And that the group is a thing that owes its members something. Stopping work is the load-bearing part. A burial that people attend in shifts, around the rota, says the opposite of what it is meant to say.","A burial party is the most exposed a settlement ever is. Everybody in one place, outside the walls, occupied, upset, not watching, at a time and place that has been known about for a day. A settlement at Rawdon lost three people at a graveside in the second August, which is one of the worst things in these papers. Ordish's own practice by the third year was to bury at first light in the frost, with two people at distance who do not attend, and to hold the service afterwards and inside. He has said that separating the two was the hardest professional decision of his life and that he would do it again."
85,8,The Group,Three,Nobody alone. Nobody in more than three.,"Ewan Tait, mountain rescue, day 130","One is no rescue. A person alone who breaks an ankle two miles out is a death, and Tait had spent nineteen years walking towards the consequences of that. Four or more is loud, slow, hard to hide, and produces the thing where everybody assumes somebody else is watching. Three is the number that works: one doing the task, one watching the ground, one spare pair of hands who can go for help or carry. It is also small enough to lie down in a ditch. Every mountain rescue team in this country arrived at some version of three by about 1960 and none of us should have had to rediscover it.","In a household of eight, three out is more than a third of your strength gone for a day, and if that day goes wrong you have lost nearly half of everything. There is a subtler problem that finished a settlement at Yeadon. Three people out for eleven hours make decisions together, on the ground, with information the household does not have, and they come back having committed to something. Do it four or five times and you have a group inside the group, with a shared history the others do not share, and the household is now two things. Rotate who goes. Never send the same three twice running."
86,8,The Group,Three,Teach somebody else your job.,"Yusuf Errai, veterinary surgeon, day 320","Every settlement is a list of single points of failure and nobody writes the list down. Bramall's bees. Cattermole's canal. Kowal's teeth, and Errai's own, which is the whole of the medicine for four settlements and is one man of sixty-one. The rule is not about generosity. It is about arithmetic. A household whose only water engineer is one person has a fifty percent chance, over a few years, of losing water engineering altogether. The cost of preventing that is an hour a week for a year. Errai has taught his second three times over and has stopped being irreplaceable, which he describes as the best fortnight's work he ever did.","Teaching costs the expert their time and, if they let it, their standing. There is a real and unattractive way in which being the only person who can do a thing has been keeping some of these people fed. Worse is the half-taught apprentice, which is Kowal's chapter six entry in another form. Somebody with four months of instruction and complete confidence is more dangerous than somebody with none. They will attempt the thing rather than wait. Teach the second. Then write down, and make them say out loud, the three procedures they are not to attempt without you, and expect that list to be the thing they resent."
87,8,The Group,Three,Somebody has to be allowed to be useless for a week.,"Sister Agnes Moray, day 330","People break. Not dramatically and not for good. The pattern is the same one Moray saw for twenty years before any of this. A person who is given a week to be no use at all comes back and works for another three years. A person who is not given it stops working properly some time in the following autumn, and never starts again. Her settlement holds about a fortnight of slack in the year for this and treats it as a stock, like food, that is laid in and drawn down. It is the single most unusual thing about that place and I think it is why it is the largest.","Slack is bought with somebody's labour, and the somebody is always the same three people. If the week is not rationed it gets drawn by whoever is loudest about needing it, rather than whoever is closest to breaking. Moray's own difficulty is that she has never once refused it and has been taken advantage of twice by the same man. And a household of five cannot do this at all. The arithmetic does not close. Everybody knows it does not close. Pretending otherwise produces a rule that exists on paper and is never used, which is worse than not having it. Below about eight people, this entry is not available to you, and that is a real argument for being more than eight."
88,8,The Group,Three,"Go, if it is that kind of group.","Callum Reith, day 1,180","He was in a crew for most of two years that took food off settlements, using the reasoning in his chapter seven entry. He left at nineteen with nothing, in September, and walked forty miles. His rule is the counterweight to everything else in this chapter, and it needs saying because loyalty has been doing a great deal of unexamined work in these papers. A group is a tool for keeping people alive. When it stops being that and becomes a thing that keeps other people from being alive, staying in it is not loyalty and leaving it is not betrayal. Every argument you will hear to the contrary will be made by somebody who benefits from you staying.","Almost every solitary death in these eleven hundred notebooks begins with somebody walking out of a group. That is the flat fact and Reith knows it better than I do. The ones who left in a temper, in the wrong season, without a destination, are a category. It is a large category. He got across those forty miles in September in good weather, and has said plainly that in January he would not have. So: go, if it is that kind of group. Go in spring or early autumn. Go towards a named place. Take three days of food and tell one person you trust which way. And if none of those four conditions can be met this month, plan it for the month when they can. In the meantime, do not let anybody persuade you that the deciding is settled."
89,9,The Long Middle,Three,Count the ones still walking. Then count them again next year.,"Yusuf Errai, veterinary surgeon, day 1,250","This is the first piece of good news in the book and it has taken four years to be able to write it. They rot. Slowly, and much more slowly than anything else does, and not at all in the way a body rots. But they do. The fourth year is when it began to show. Hips going, tendons at the ankle failing, the ones that come down the lane now doing so with a gait that would not have got them across a field in the first summer. Errai has counted the same three miles of road every March for four years and the number has fallen each time, and the fall between the third year and the fourth was the largest. This is measurable, it is repeatable, and anybody can do it.","The number is falling and the danger is not. What is being removed from the population is the weak. What is left is a selected remainder: the ones that turned in the cold, that have spent four years in shade and damp, that are intact. Errai is careful about this and everybody who repeats him is not. Then the second thing, which he thinks is the more important and which nobody wants to hear. Any unburied cluster of a few hundred is still a few hundred. A hard winter preserves them. The arithmetic of a second wave has never once required anything new to happen. Count them. Publish the count. Do not build anything on the trend that you could not defend if the trend stopped."
90,9,The Long Middle,Three,Teach them to read.,"Rosa Kaminski, schoolteacher, day 1,090","It goes in one generation. That is the fact that ought to frighten people more than it does. A skill that took this country four hundred years to establish is gone in about fifteen if nobody teaches it. The children who were four when it started are eight now. There is a window and it closes. Everything in this book is a written thing. The whole method of the Long Room, and of Skipton, and of every settlement that has learned anything from another settlement's dead, runs on paper, and paper without readers is insulation. Kaminski runs two hours a day, six days, for nine children, and she has been doing it since the second winter and she has never missed a day for weather.","Two hours a day for nine children is two hours a day for one adult and nine sets of hands. In a settlement of thirty that is a real subtraction from the harvest. It is paid by everybody and it benefits the parents. There are settlements that have had this argument badly. The other cost is quieter and Kaminski raises it herself. Whoever teaches chooses what is taught, and there is nobody to check her. She has been the only source of what nine children think happened to the world. She has started having Quaye take one hour a week for exactly this reason, and she says he tells it differently, and that this was the point."
91,9,The Long Middle,Three,Plant a tree.,"Maggie Lunt, hill farmer, day 800","An apple takes seven years to be worth anything and that is the entire argument. Everything else a settlement does is inside one season. You plant in April to eat in September. You cut wood in January to burn in February. A life made only of those has a twelve month horizon, which is a survivable way to live and not a way to build anything. A tree is a wager on being here in seven years, made in public, with your hands. Lunt put in eleven in the second spring and says the change in the household was immediate and had nothing to do with fruit.","It is a commitment to a place and it is the strongest one available. This is the chapter four problem in its most seductive form. The household with the orchard is the household that will argue for staying when it should be arguing about the water. Her own first eleven went into the flat ground by the beck because it was the easiest digging. It is ground that floods. She lost nine of them in the second winter and did it again on the slope, where the work is four times as hard. Plant the tree. Plant it where you would build, not where it is easy, and plant it in the third year rather than the first, when you know what the ground does in February."
92,9,The Long Middle,Three,Marry people.,"Sister Agnes Moray, day 1,000","Her position is that a public promise, witnessed, is a piece of machinery and not a sentiment. A settlement is built out of them. They turn private arrangements into things the group has a stake in. They give everybody a role at somebody else's important day. And they are the only mechanism anybody has found for making a commitment that is harder to walk away from than the walking away is easy. She has done eleven. She will tell you, and the notebooks bear her out, that the settlements with weddings in them are the settlements with children in them, and that this is not the obvious causation but the other way round.","It builds households inside the settlement. Households have interests, and interests become factions. By the third year there was an argument at Moray's place about whose child got the schooling hours, and it had nothing to do with schooling. There is also the question of what happens when one of the eleven ends, which two of them have, and there is no machinery for that at all and she is making it up. She has refused two weddings in four years, both times because she judged one of the pair was asking for shelter rather than for a marriage. Both times she was told she had no right. She thinks now that she was correct once."
93,9,The Long Middle,Three,Learn a trade that is not survival.,"Marta Kowal, day 900","For three years everybody in this county did the same nine jobs and the nine jobs were all versions of not dying. What has changed in the fourth year is that there are now a handful of people who make one thing well. A man at Horsforth who does boots. A woman at Bramhope who is a potter. Kowal herself, who started as a hairdresser, pulled teeth, and has spent two years learning to do it properly from a book and from Errai. A settlement that contains a cobbler is a different kind of place from one that contains eleven interchangeable survivors, and the difference shows up in what people will walk twelve miles for, which is the beginning of everything else.","A specialist is a person who cannot be sent to the harvest, and in a settlement of twenty that is felt. There was a bad fortnight at Bramhope in the third September over precisely this and the potter went back on the rota and has done less good work since. The deeper fragility is that a trade takes years and the person carrying it is one person, which is Errai's chapter eight entry again, and Kowal has one apprentice and needs three. Her own note is worth quoting. She says the hardest part was not learning the teeth. It was being allowed to spend the time, and she was allowed it because the alternative was watching people die of it."
94,9,The Long Middle,Three,Go and look at the sea.,"Hana Sørensen, marine engineer, day 1,200","Sørensen's argument is that four years of errands is not a life, and that a journey with no cargo in it does something no amount of rest does. She is talking about a specific thing she watched happen to people. The horizon shrinks to the length of the water run and then does not come back. There is a practical half as well. Nobody in this valley knew anything about the coast until people started walking to it. What came back was worth the walking. There are working boats out of the Humber. The fishing is extraordinary. A whole different apocalypse happened out there and it has produced a whole different set of rules. Three weeks. Two people. Nothing carried but food.","It is three weeks of exposure for nothing material, in a world where three weeks of exposure is how most of the names in this index ended, and the honest version of the rule has to say that. And Sørensen went, in the fourth May, with a man called Bell who came back alone in June with a letter. She is not dead. She is on a boat out of Paull with eleven other people and she is not coming back. The letter says why. It is the best thing in the Long Room and I have read it more often than I should. Go and look at the sea. Understand before you go that some people who look at it do not return. That this is not always a tragedy. And that whoever is waiting for you will not be able to tell the difference for a long time."
95,9,The Long Middle,Three,Keep a bad map of the whole county.,"Tomas Vrba, lorry driver, day 1,150","What matters in the fourth year is not terrain, it is who is where. Vrba keeps a sheet with about forty marks on it: this settlement, that many people, they have salt, they need seed, this one has a smith, this one had a bad winter and will not answer. It is wrong in a dozen places at any moment and it does not need to be right, it needs to exist, because it turns forty isolated households into something that can move a surplus to a shortage. Three settlements got through the third February on grain that Vrba knew was sitting in a barn eleven miles from people who had none.","It is precisely the document you would want if you were planning to take things from people, and Vrba carries it on his person and has thought hard about what happens if he is stopped. He has been, once, and talked his way out of it. The second failure is subtler and it is the one Doherty warned about from the other direction. A map like this makes its keeper important. There is now one man who knows the shape of this county and nobody else does. If he goes into a ditch in February, forty households go back to knowing nothing. He is teaching it to two people. He has been teaching it to two people for a year and he is not very good at letting go of it."
96,9,The Long Middle,Three,Let the children be bored.,"Ivy Okonjo, midwife, day 1,300","The generation that is growing up in this is frighteningly competent. Reith is the obvious case and he is not unusual. They are quiet, they read ground, they are calm about things that reduce adults to uselessness. Every one of them has been useful since they were six, because there was no version of the last four years in which a child could be spared. Okonjo's finding, and she has had more of these children through her hands than anybody, is that the competence has come out of something, and what it has come out of is play. She has written a rule that says a child gets a portion of the day in which nothing is required of them and nothing is taught to them, and she defends it against everybody, including the children.","It is bought with adult labour and everybody can see the price, and in a settlement of fifteen with a wall to finish there is a version of this argument that Okonjo loses and should lose. And there is a harder objection which comes from the children themselves. Reith's generation is competent because nobody was ever bored. Several of them have said, in various ways, that they would not trade it. Being needed at eight was the thing that made the first winter survivable for them, rather than the thing that damaged them. Okonjo's answer is that she is not arguing about the first winter. She is arguing about the eighth, and about what happens to people who have never once been permitted to be no use."
97,9,The Long Middle,Three,Say their names on the day.,"Wes Ordish, undertaker, day 1,000","Grief that has nowhere scheduled to go turns up on its own account, in February, in the middle of a task, and it takes people out for a fortnight at a time and they cannot say why. Ordish's whole trade was built on the observation that the marking has to happen and that the only question is whether it happens on a day you chose. So the fourth of April, every year, everything stops. Every name this settlement has lost is read out, in order, by somebody different each time. There are a hundred and six of them. It takes most of an hour. Nobody has ever suggested shortening it.","It is a bad day. It is the worst day of the year in every settlement that does it. It costs a working day at exactly the point in April when there is work. Two people at Moray's place leave for the week every year and have done since the second one. Ordish does not pretend otherwise and does not think the cost is avoidable. He has made one refinement in three years. The reading happens in the morning and the afternoon is given over to a meal. He found that a day which ends in the list ends badly, and a day that begins with it does not."
98,9,The Long Middle,Three,Stop calling it the apocalypse.,"Solomon Quaye, barber, day 1,320","Language of emergency licenses behaviour of emergency, for as long as you let it. Quaye's point is that a settlement which still describes its situation as a catastrophe in progress will keep making catastrophe decisions. No long work. No repairs beyond the winter. No trees. Nothing that assumes a year after next. He started calling it the fourth year rather than the fourth year of anything, and made a small stubborn point of it in every conversation. He says it took about eight months to spread. The visible effect was people mending things properly instead of patching them.","It normalises what should not be normal. There is a real objection here that Moray makes and that I have not been able to dismiss. A hundred and six people are dead on that list. The thing that killed them is still walking about outside the wall. A language in which all of that is the weather is a language that has given up on something. There is also the chapter two problem. Some people are running on the belief that this is temporary, and it is load-bearing for them, and Quaye's sentence takes it out from under them in public. He now says it only to people who have been here four years. He has never once said it to anybody who arrived in the last twelve months, and that is the rule underneath the rule."
99,9,The Long Middle,Three,Put the book down.,"the Long Room, the fourth winter","I have spent two years on this and it is the last entry and it ought to be honest about what the other ninety-eight are worth. Nobody who survived the first year had this book. They had judgement, and luck, and mostly luck. What I have assembled here is ninety-eight rules written by people who were making it up, and the index will tell you how many of them are still here. I have no way of knowing whether the rules are why the others are alive, or whether the alive ones had more time to write. A manual is a substitute for judgement and it is a poor one. The purpose of reading this is to stop needing to. If you have got to the end of it and you are still looking things up, then I have made you worse rather than better. Shut it. Go and look at the ground in front of you.","The people who most need to put it down are the people who will not. I know this because they come to the Long Room and I can see it. What they want is not the rule. It is somebody else to have made the decision. I cannot make it. Every entry in here has a failure printed underneath it for that reason. I put them there so that nobody could read this book as a set of instructions. A great many people are going to read it as a set of instructions anyway. So the last thing, and then I will stop. Everything above is what worked in one valley, for one set of people, against one winter after another, and the sample is made entirely of survivors. Take what is useful. Argue with the rest of it. Write down what you learn, put a name and a date on it, and bring it here. If it is better than what is in this book, then this book will be shorter next year. That is the only outcome I have ever wanted from it."
